type,zavid,matzavid,maticna,region,municipality,name,address,post,post.office,openstreetmap,slid,phone,fax,email,website,geo.lat,geo.lon
PV,13211,1321,5924774005,ce,Šmarje pri Jelšah,"JZ Otroški vrtec Šmarje pri Jelšah, dislocirani oddelek enote Sonček na Kristan Vrhu",Kristan Vrh 40,3241,Podplat,,,03 177 77 53,,jelka.kitak@vrtec-smarje.si,http://www.v-smarje.ce.edus.si,46.22327,15.58008
PV,13212,1321,5924774006,ce,Šmarje pri Jelšah,"JZ Otroški vrtec Šmarje pri Jelšah, dislocirani oddelek enote Sonček na Sladki Gori",Sladka Gora 5,3240,Šmarje pri Jelšah,,,03 177 77 56,,jelka.cujez@vrtec-smarje.si,http://www.v-smarje.ce.edus.si,46.26387,15.52976
PV,13213,1321,5924774007,ce,Šmarje pri Jelšah,"JZ Otroški vrtec Šmarje pri Jelšah, enota Ciciban Šentvid",Šentvid pri Grobelnem 12,3231,Grobelno,,,03 579 41 45,,jelka.kitak@vrtec-smarje.si,http://www.v-smarje.ce.edus.si,46.22575,15.46347
PV,17990,1321,5924774008,ce,Šmarje pri Jelšah,"JZ Otroški vrtec Šmarje pri Jelšah, disloc. odd. na OŠ Šmarje pri Jelšah",Vegova ulica 26,3240,Šmarje pri Jelšah,,,03 165 55 53,03 817 15 81,marta.drofenik@guest.arnes.si,http://www.v-smarje.ce.edus.si,46.23226,15.51721
PV,19650,1321,5924774009,ce,Šmarje pri Jelšah,"JZ Otroški vrtec Šmarje pri Jelšah, enota Livada",Vegova ulica 22,3240,Šmarje pri Jelšah,,,03 817 15 80,03 817 15 81,jelka.kitak@vrtec-smarje.si,http://www.vrtec-smarje.si/sl/enote,46.23137,15.51798
PV,3668,3668,5086302001,nm,Šmarješke Toplice,"Osnovna šola Šmarjeta, Enota Vrtec Sonček",Šmarjeta 1,8220,Šmarješke Toplice,,,07 384 41 94,07 384 41 95,vrtec.soncek@os-smarjeta.si,,45.88170,15.24826
PV,16269,16269,5088178001,ce,Šmartno ob Paki,"Osnovna šola bratov Letonja Šmartno ob Paki, enota vrtec Sonček",Šmartno ob Paki 117,3327,Šmartno ob Paki,,,03 896 53 00,03 896 53 04,,http://www.ossmartno.si,46.33150,15.03615
PV,20010,20010,6177573000,ce,Šmartno ob Paki,Zasebni vrtec Bambi d.o.o.,Rečica ob Paki 60 A,3327,Šmartno ob Paki,,,070 395300,,info@vrtecbambi.si,,46.32133,15.03717
PV,22135,20010,6177573001,ce,Braslovče,"Zasebni vrtec Bambi d.o.o., Enota Parižlje",Parižlje 12 A,3314,Braslovče,,,04 082 58 24,,info@vrtecbambi.si,,46.28117,15.06031
PV,12569,12569,5084083011,lj,Šmartno pri Litiji,"Osnovna šola Šmartno, enota vrtca Ciciban",Za povrtmi 6,1275,Šmartno pri Litiji,,,01 890 01 60,01 898 77 57,os.smartnovrtec@guest.arnes.si,http://www.os-smartnolitija.si,46.04651,14.84154
PV,17410,17410,5084083012,lj,Šmartno pri Litiji,"Osnovna šola Šmartno, enota vrtca Ciciban, enota Polhek",Litijska cesta 1,1275,Šmartno pri Litiji,,,01 898 72 22,,os.smartnovrtec@guest.arnes.si,http://www.os-smartnolitija.si,46.04739,14.84140
PV,17411,17411,5084083013,lj,Šmartno pri Litiji,"Osnovna šola Šmartno, enota vrtca Ciciban, enota Ostržek",Ustje 23,1275,Šmartno pri Litiji,,,01 898 72 22,01 898 77 57,os.smartnovrtec@guest.arnes.si,http://www.os-smartnolitija.si,46.04632,14.84027
PV,18670,18670,5084083016,lj,Šmartno pri Litiji,"Osnovna šola Šmartno, enota vrtca Ciciban, enota Bučke",Velika Kostrevnica 31,1275,Šmartno pri Litiji,,,01 890 01 60,01 898 77 57,os.smartnovrtec@guest.arnes.si,http://www.os-smartnolitija.si,46.02843,14.86981
PV,18671,18671,5084083017,lj,Šmartno pri Litiji,"Osnovna šola Šmartno, enota vrtca Ciciban, enota Sovice",Primskovo 1,1276,Primskovo,,,01 890 01 60,01 898 77 57,os.smartnovrtec@guest.arnes.si,http://www.os-smartnolitija.si,45.96365,14.92290
PV,18672,18672,5084083018,lj,Šmartno pri Litiji,"Osnovna šola Šmartno, enota vrtca Ciciban, enota Škratki",Cerkovnik 2 A,1275,Šmartno pri Litiji,,,01 890 01 60,01 898 77 57,os.smartnovrtec@guest.arnes.si,http://www.os-smartnolitija.si,46.04014,14.84195
PV,18673,18673,5084083019,lj,Šmartno pri Litiji,"Osnovna šola Šmartno, enota vrtca Ciciban, enota Mravljivce",Pungrt 9,1275,Šmartno pri Litiji,,,01 890 01 60,01 898 77 57,os.smartnovrtec@guest.arnes.si,http://www.os-smartnolitija.si,46.04230,14.84391
PV,18674,18674,5084083020,lj,Šmartno pri Litiji,"Osnovna šola Šmartno, enota vrtca Ciciban, enota Petelinčki",Ustje 18,1275,Šmartno pri Litiji,,,01 890 01 60,01 898 77 57,os.smartnovrtec@guest.arnes.si,http://www.os-smartnolitija.si,46.04660,14.84130
PV,23655,23655,5084083021,lj,Šmartno pri Litiji,"Osnovna šola Šmartno, enota vrtca Ciciban, enota Palčki",Za povrtmi 6,1275,Šmartno pri Litiji,,,01 890 01 60,01 898 77 57,os.smartnovrtec@guest.arnes.si,http://www.os-smartnolitija.si,46.04651,14.84154
PV,23995,23995,5084083022,lj,Šmartno pri Litiji,"Osnovna šola Šmartno, enota vrtca Ciciban, enota Zvezdica",Za povrtmi 6,1275,Šmartno pri Litiji,,,01 890 01 60,01 898 77 57,os.smartnovrtec@guest.arnes.si,http://www.os-smartnolitija.si,46.04651,14.84154
PV,23996,23996,5084083023,lj,Šmartno pri Litiji,"Osnovna šola Šmartno, enota vrtca Ciciban, enota Lunica",Za povrtmi 6,1275,Šmartno pri Litiji,,,01 890 01 60,01 898 77 57,os.smartnovrtec@guest.arnes.si,http://www.os-smartnolitija.si,46.04651,14.84154
PV,24315,24315,5084083024,lj,Šmartno pri Litiji,"Osnovna šola Šmartno, enota vrtca Ciciban, enota Čukci",Gradišče-K. o. Grad. in Polj. 28,1276,Primskovo,,,01 890 01 60,01 898 77 57,os.smartnovrtec@guest.arnes.si,http://www.os-smartnolitija.si,45.98130,14.91442
PV,1118,1118,5057124000,ce,Šoštanj,Vrtec Šoštanj,Kajuhova cesta 8,3325,Šoštanj,,,03 8986 732,03 8986733,V-sostanj.ravnateljica@guest.arnes.si,http://www.vrtec-sostanj.si/,46.37821,15.05014
PV,11249,1118,5057124001,ce,Šoštanj,"Vrtec Šoštanj, enota Mojca",Gaberke 101,3325,Šoštanj,,,038913097,,,,46.39921,15.07955
PV,11251,1118,5057124003,ce,Šoštanj,"Vrtec Šoštanj, enota Urška",Topolšica 98,3326,Topolšica,,,03 589 2089,,,,46.39704,15.02887
PV,21518,1118,5057124008,ce,Šoštanj,"Vrtec Šoštanj, Enota Biba",Kajuhova cesta 8,3325,Šoštanj,,,,,,,46.37821,15.05014
PV,1258,1258,5082676003,ce,Štore,"Osnovna šola Štore, Enota Vrtec Lipa",Ulica Cvetke Jerin 7,3220,Štore,,,03 5771 000,03 780 21 20,vrtec.lipa@guest.arnes.si,http://www.os-store.si,46.22155,15.30932
PV,1143,1143,5085721002,ms,Tišina,"Osnovna šola Tišina, Enota Vrtec Tišina",Tišina 4 B,9251,Tišina,,,02 539 16 14,02 539 16 11,tajnistvo@os-tisina.si,,46.65561,16.09344
PV,22855,22855,5085721003,ms,Tišina,"Osnovna šola Tišina, Enota Vrtec Tišina, enota",Tišina 4 B,9251,Tišina,,,02 539 16 14,02 539 16 11,tajnistvo@os-tisina.si,,46.65561,16.09344
PV,1168,1168,5088011002,ng,Tolmin,"Osnovna šola Simona Kosa Podbrdo, Enota Vrtec",Podbrdo 32,5243,Podbrdo,,,05 380 85 30,05 380 85 34,os.podbrdo@guest.arnes.si,http://www.o-podbrdo.ng.edus.si/,46.21428,13.97259
PV,1182,1182,5089506006,ng,Tolmin,"Osnovna šola Dušana Muniha Most na Soči, Enota Vrtec",Most na Soči 21 A,5216,Most na Soči,,,"05 384 15 60,05 384 15 75",05 384 15 70,vrtec@os-mostnasoci.si,,46.15185,13.74548
PV,14314,14314,5089506008,ng,Tolmin,VVE pri OŠ Most na Soči - oddelek vrtca Podmelec,Kneža 1,5216,Most na Soči,,,05 384 15 82,,PS.Podmelec@guest.arnes.si,http://www.vrtec.os-mostnasoci.si,46.16067,13.81672
PV,14317,14317,5089506010,ng,Tolmin,VVE pri OŠ Most na Soči - oddelek vrtca Dolenja Trebuša,Dolenja Trebuša 68,5283,Slap ob Idrijci,,,05 384 15 81,,PS.Dolenja-Trebusa@guest.arnes.si,http://www.vrtec.os-mostnasoci.si/,46.09331,13.83707
PV,14316,14316,5089506011,ng,Tolmin,VVE pri OŠ Most na Soči - oddelek vrtca Šentviška Gora,Šentviška Gora 31,5283,Slap ob Idrijci,,,05 384 15 78,,PS.Sentviska-gora@guest.arnes.si,http://www.vrtec.os-mostnasoci.si/,46.11680,13.86995
PV,1198,1198,5269792000,ng,Tolmin,VVZ Ilke Devetak Bignami Tolmin,Ulica prekomorskih brigad 1,5220,Tolmin,,,05 38 90 790,,vrtec.tolmin@guest.arnes.si,http://www.vrtec-tolmin.si,46.18450,13.73473
PV,10669,1198,5269792001,ng,Tolmin,"VVZ Ilke Devetak Bignami Tolmin, enota Volče",Volče 97 C,5220,Tolmin,,,05 38 11 012,,vrtec.tolmin@guest.arnes.si,http://www.vrtec-tolmin.si,46.17525,13.71010
PV,13029,1198,5269792002,ng,Tolmin,"VVZ Ilke Devetak Bignami Tolmin, enota Volarje",Volarje 54,5220,Tolmin,,,05 38 81 536,,vrtec.tolmin@guest.arnes.si,http://www.vrtec-tolmin.si,46.21037,13.66906
PV,18430,1198,5269792003,ng,Tolmin,"VVZ Ilke Devetak Bignami Tolmin, enota v OŠ Franceta Bevka Tolmin",Dijaška ulica 12 B,5220,Tolmin,,,051 609 901,,vrtec.tolmin@guest.arnes.si,http://www.vrtec-tolmin.si,46.17931,13.73389
PV,1113,1113,5056713000,za,Trbovlje,Vrtec Trbovlje,Rudarska cesta 10 A,1420,Trbovlje,,,03 563 33 80,03 563 33 87,vrtec.trbovlje@guest.arnes.si,http://vrtec.trbovlje.si,46.15367,15.04569
PV,12089,1113,5056713001,za,Trbovlje,"Vrtec Trbovlje, Enota Pikapolonica",Rudarska cesta 10 A,1420,Trbovlje,,,03 56 33 380,03 56 33 387,vrtec.trbovlje@guest.arnes.si,http://vrtec.trbovlje.tv/,46.15367,15.04569
PV,12090,1113,5056713002,za,Trbovlje,"Vrtec Trbovlje, Enota Barbara",Vreskovo 6 A,1420,Trbovlje,,,03 563 33 80,03 563 33 87,vrtec.trbovlje@guest.arnes.si,http://vrtec.trbovlje.si,46.15512,15.05510
PV,12091,1113,5056713003,za,Trbovlje,"Vrtec Trbovlje, Enota Ciciban",Trg revolucije 4 C,1420,Trbovlje,,,03 56 33 380,03 56 33 387,vrtec.trbovlje@guest.arnes.si,http://vrtec.trbovlje.si,46.14514,15.03965
PV,12092,1113,5056713004,za,Trbovlje,"Vrtec Trbovlje, Enota Mojca",Novi dom 51,1420,Trbovlje,,,03 56 33 380,03 56 33 387,vrtec.trbovlje@guest.arnes.si,http://vrtec.trbovlje.si,46.15066,15.04978
PV,22335,1113,5056713006,za,Trbovlje,"Vrtec Trbovlje, oddelek na OŠ Alojza Hohkrauta",Trg revolucije 19,1420,Trbovlje,,,03 563 33 80,03 563 33 87,vrtec.trbovlje@guest.arnes.si,http://vrtec.trbovlje.si,46.14754,15.04104
PV,23235,23235,7096887000,za,Trbovlje,Zasebni vrtec Čarobni gozd,Dobovec 50,1423,Dobovec,,,030 347 492,,natasagrudenpizmoht@gmail.com,,46.11056,15.05960
PV,21995,21995,5088119001,nm,Trebnje,"Osnovna šola Veliki Gaber, enota Vrtec, oddelek Sela pri Šumberku",Sela pri Šumberku 3,8360,Žužemberk,,,07 348 81 10,07 304 71 13,vvz-soncnica.vgaber@guest.arnes.si,http://www.os-velikigaber.si/vrtec,45.89596,14.88903
PV,3715,3715,5088119001,nm,Trebnje,"Osnovna šola Veliki Gaber, enota Vrtec",Veliki Gaber 41,8213,Veliki Gaber,,,07 348 81 10,,vvz-soncnica.vgaber@guest.arnes.si,http://www.os-velikigaber.si/vrtec,45.93525,14.90527
PV,1195,1195,5238676000,nm,Trebnje,Vrtec Mavrica Trebnje,Režunova ulica 8,8210,Trebnje,,,07 34 81 180,07 348 1192,info@vrtec-trebnje.si,http://www.vrtec-trebnje.si,45.90843,15.01552
PV,22035,1195,5238676001,nm,Trebnje,"Vrtec Mavrica Trebnje, enota Videk",Slakova ulica 5,8210,Trebnje,,,07 348 11 90,07 348 11 92,info@vrtec-trebnje.si,http://www.vrtec-trebnje.si,45.90866,15.00844
PV,22036,1195,5238676002,nm,Trebnje,"Vrtec Mavrica Trebnje, enota Ostržek",Slakova ulica 5,8210,Trebnje,,,07 348 11 91,07 348 11 92,info@vrtec-trebnje.si,http://www.vrtec-trebnje.si,45.90866,15.00844
PV,22037,1195,5238676003,nm,Trebnje,"Vrtec Mavrica Trebnje, enota Kekec",Kidričeva ulica 2,8210,Trebnje,,,07 348 11 88,07 348 11 92,info@vrtec-trebnje.si,http://www.vrtec-trebnje.si,45.90892,15.00717
PV,22038,1195,5238676004,nm,Trebnje,"Vrtec Mavrica Trebnje, enota Mojca",Goliev trg 4,8210,Trebnje,,,03 127 11 72,07 348 11 92,info@vrtec-trebnje.si,http://www.vrtec-trebnje.si,45.90813,15.00767
PV,22039,1195,5238676005,nm,Trebnje,"Vrtec Mavrica Trebnje, enota Gubčeva",Gubčeva cesta 21,8210,Trebnje,,,07 348 13 53,07 348 11 92,info@vrtec-trebnje.si,http://www.vrtec-trebnje.si,45.90826,15.01056
PV,22040,1195,5238676006,nm,Trebnje,"Vrtec Mavrica Trebnje, enota Šentlovrenc",Šentlovrenc 17,8212,Velika Loka,,,05 138 03 01,07 348 11 92,info@vrtec-trebnje.si,http://www.vrtec-trebnje.si,45.93956,14.94421
PV,22041,1195,5238676007,nm,Trebnje,"Vrtec Mavrica Trebnje, enota Dobrnič",Dobrnič 1,8211,Dobrnič,,,07 348 18 63,07 348 11 92,info@vrtec-trebnje.si,http://www.vrtec-trebnje.si,45.87555,14.97528
PV,22042,1195,5238676008,nm,Trebnje,"Vrtec Mavrica Trebnje, enota Mavrica",Režunova ulica 8,8210,Trebnje,,,"07 348 11 95, 07 348 11 96, 07 348 11 97",07 348 11 92,info@vrtec-trebnje.si,http://www.vrtec-trebnje.si,45.90843,15.01552
PV,22043,1195,5238676009,nm,Trebnje,"Vrtec Mavrica Trebnje, enota Romano",Vejar 121,8210,Trebnje,,,03 165 80 97,07 348 11 92,info@vrtec-trebnje.si,http://www.vrtec-trebnje.si,45.92911,15.01114
PV,23536,23536,7240031000,nm,Trebnje,"Zasebni vrtec Maja, hiša otrok Trebnje",Slakova ulica 39,8210,Trebnje,,,,,,,45.91179,15.00927
PV,15509,15509,3358364000,lj,Trzin,"GEKO, zasebni vrtec d.o.o.",Motnica 11,1236,Trzin,,,041 370 069,,,,46.11735,14.54813
PV,21404,15509,3358364001,lj,Trzin,"GEKO, zasebni vrtec d.o.o., enota",Motnica 11,1236,Trzin,,,04 137 00 69,,info@geko.si,,46.11735,14.54813
PV,22815,22815,3703428000,lj,Trzin,Kulturno umetniški zavod za kreativno spodbujanje otrok CutePlay,Kidričeva ulica 12,1236,Trzin,,,031 414684,,,,46.12825,14.55754
PV,22816,22815,3703428001,lj,Ljubljana,P.E. Zasebni vrtec CutePlay,Celovška cesta 144,1000,Ljubljana,,,031 414 684,,,,46.07305,14.48741
PV,11589,11589,5255287002,lj,Trzin,"Osnovna šola Trzin, Enota vrtec Žabica",Mengeška cesta 7 B,1236,Trzin,,,01 564 22 44,01 564 22 44,os-trzin-taj@guest.arnes.si,http://279.gvs.arnes.si/joomla_vrtec/,46.13394,14.56236
PV,1108,1108,5055881000,kr,Tržič,Vrtec Tržič,Cesta Ste Marie aux Mines 28,4290,Tržič,,,04 597 16 00,04 597 16 09,info@vrtec-trzic.si,http://www.vrtec-trzic.si,46.35899,14.29781
PV,15709,1108,5055881001,kr,Tržič,"Vrtec Tržič, enota Palček",Cesta Ste Marie aux Mines 28,4290,Tržič,,,04 597 16 00,04 597 16 09,info@vrtec-trzic.si,http://www.vrtec-trzic.si,46.35899,14.29781
PV,15710,1108,5055881002,kr,Tržič,"Vrtec Tržič, enota Deteljica",Kovorska cesta 2,4290,Tržič,,,04 597 16 15,04 597 16 09,info@vrtec-trzic.si,http://www.vrtec-trzic.si,46.35495,14.28981
PV,15729,1108,5055881003,kr,Tržič,"Vrtec Tržič, enota Križe",Cesta Kokrškega odreda 22,4294,Križe,,,04 597 16 18,04 597 16 09,info@vrtec-trzic.si,http://www.vrtec-trzic.si,46.34047,14.29373
PV,15749,1108,5055881005,kr,Tržič,"Vrtec Tržič, Lom",Lom pod Storžičem 12,4290,Tržič,,,04 597 16 18,04 597 16 09,info@vrtec-trzic.si,http://www.vrtec.trzic.si,46.36733,14.32872
PV,3716,3716,5084059001,ms,Turnišče,"Osnovna šola Turnišče, VVE Turnišče",Prešernova ulica 2,9224,Turnišče,,,02 572 10 05,02 572 10 40,o-turnisce.ms@guest.arnes.si,http://www2.arnes.si/~oturniscems/,46.62520,16.31379
PV,1087,1087,5050812000,ce,Velenje,Vrtec Velenje,Šlandrova cesta 11 A,3320,Velenje,,,03 898 24 10,03 898 24 10,ravnateljica@vrtec-velenje.si,,46.36665,15.11112
PV,14129,1087,5050812001,ce,Velenje,Vrtec Velenje enota Tinkara,Šlandrova cesta 11 A,3320,Velenje,,,03 898 24 03,,tinkara@vrtec-velenje.si,,46.36665,15.11112
PV,14130,1087,5050812002,ce,Velenje,Vrtec Velenje enota Najdihojca,Prešernova cesta 3,3320,Velenje,,,03 898 24 22,,najdihojca@vrtec-velenje.si,,46.35915,15.11202
PV,14131,1087,5050812003,ce,Velenje,Vrtec Velenje enota Lučka,Kardeljev trg 12,3320,Velenje,,,03 898 24 52,,lucka@vrtec-velenje.si,,46.36204,15.12035
PV,14132,1087,5050812004,ce,Velenje,Vrtec Velenje enota Vrtiljak,Cesta talcev 20,3320,Velenje,,,03 898 24 32,,vrtiljak@vrtec-velenje.si,,46.36136,15.10854
PV,14133,1087,5050812005,ce,Velenje,Vrtec Velenje enota Ciciban,Koželjskega ulica 8,3320,Velenje,,,03 898 24 63,,ciciban@vrtec-velenje.si,,46.35520,15.12800
PV,14134,1087,5050812006,ce,Velenje,Vrtec Velenje enota Jakec,Ulica Pohorskega bataljona 14,3320,Velenje,,,03 586 62 60,,ciciban@vrtec-velenje.si,,46.36673,15.08538
PV,14135,1087,5050812007,ce,Velenje,Vrtec Velenje enota Vinska gora,Vinska Gora 12,3320,Velenje,,,03 589 03 44,,,,46.34305,15.17812
PV,14136,1087,5050812008,ce,Velenje,Vrtec Velenje enota Jurček,Škale 138,3320,Velenje,,,03 589 36 67,,ciciban@vrtec-velenje.si,,46.38754,15.10381
PV,14137,1087,5050812009,ce,Velenje,Vrtec Velenje enota Čebelica,Konovska cesta 21,3320,Velenje,,,03 586 80 13,,ciciban@vrtec-velenje.si,,46.36934,15.12176
PV,14138,1087,5050812010,ce,Velenje,Vrtec Velenje enota Sonček,Arnače 2 A,3320,Velenje,,,03 898 42 41,---,ciciban@vrtec-velenje.si,http://www.vrtec-velenje.si,46.33557,15.12344
PV,14139,1087,5050812011,ce,Velenje,Vrtec Velenje enota Cirkovce,Škalske Cirkovce 11,3320,Velenje,,,,,,,46.39550,15.13678
PV,17791,1087,5050812012,ce,Velenje,Vrtec Velenje enota Enci Benci,Kardeljev trg 2,3320,Velenje,,,,,,,46.36102,15.12142
PV,3720,3720,5089760001,ms,Velika Polana,"Osnovna šola Miška Kranjca Velika Polana, Enota Vrtec",Velika Polana 215 B,9225,Velika Polana,,,02 573 58 49,02 573 58 48,o-mkvpolana.ms@guest.arnes.si,http://www.os-velikapolana.si,46.57486,16.34286
PV,1372,1372,5084539004,lj,Velike Lašče,"Osnovna šola Primoža Trubarja Velike Lašče, Enota Vrtec Sončni žarek",Šolska ulica 9,1315,Velike Lašče,,,01 788 15 82,,stanka.mustar@vrtec.velike-lasce.si,http://vrtec.velike-lasce.si,45.83195,14.63431
PV,24375,24375,5084539005,lj,Velike Lašče,"Osnovna šola Primoža Trubarja Velike Lašče, Enota Vrtec Sončni žarek, enota Karlovica",Karlovica 5,1315,Velike Lašče,,,01 427 27 92,,stanka.mustar@vrtec.velike-lasce.si,http://vrtec.velike-lasce.si,45.80864,14.60556
PV,24376,24376,5084539006,lj,Velike Lašče,"Osnovna šola Primoža Trubarja Velike Lašče, Enota Vrtec Sončni žarek",Šolska ulica 9,1315,Velike Lašče,,,01 788 15 82,,stanka.mustar@vrtec.velike-lasce.si,http://vrtec.velike-lasce.si,45.83195,14.63431
PV,24377,24377,5084539007,lj,Velike Lašče,"Osnovna šola Primoža Trubarja Velike Lašče, Enota Vrtec Sončni žarek, enota v šoli",Šolska ulica 11,1315,Velike Lašče,,,01 788 14 10,,stanka.mustar@vrtec.velike-lasce.si,http://vrtec.velike-lasce.si,45.83285,14.63442
PV,12689,12689,5051215901,ms,Veržej,VVE pri Osnovni šoli Veržej,Puščenjakova ulica 7,9241,Veržej,,,02 587 16 54,02 587 16 54,vrtec.verzej@guest.arnes.si,http://vrtec.viz-verzej.si,46.57871,16.16086
PV,3749,3749,5087171003,mb,Videm,"Osnovna šola Videm, enota Vrtec",Videm pri Ptuju 47,2284,Videm pri Ptuju,,,02 7619420,027619411,info@solavidem.si,http://vrtec.solavidem.si/,46.36945,15.90201
PV,1326,1326,5087724001,ce,Vitanje,"Osnovna šola Vitanje, Enota Vrtec",Na gmajni 5,3205,Vitanje,,,035775018,037573775,osvitanje@guest.arnes.si,,46.38123,15.29577
PV,15009,15009,3356884000,lj,Vodice,Vrtec Škratek Svit Vodice,Franca Seška cesta 15,1217,Vodice,,,01 83 24 992,01 83 24 995,vodice@vrtec-vodice.si,http://www.vrtec-vodice.si,46.18485,14.49637
PV,16850,15009,3356884001,lj,Vodice,"Vrtec Škratek Svit Vodice, enota Utik",Utik 1,1217,Vodice,,,01 832 39 16,01 832 49 95,hedvika.rosulnik@guest.arnes.si,,46.16898,14.51530
PV,16249,15009,3356884002,lj,Vodice,"Vrtec Škratek Svit Vodice, enota Skaručna",Skaručna 6,1217,Vodice,,,01 832 39 16,01 832 49 95,hedvika.rosulnik@guest.arnes.si,,46.14981,14.48123
PV,1322,1322,5992346000,ce,Vojnik,Vrtec Mavrica Vojnik,Prušnikova ulica 29 A,3212,Vojnik,,,03 78 000 00,03 78 000 29,tajnistvo-vvzcevo@guest.arnes.si,http://www.vrtecmavrica-vojnik.si,46.29017,15.30680
PV,14829,1322,5992346001,ce,Vojnik,VRTEC MAVRICA VOJNIK - ENOTA FRANKOLOVO,Verpete 1 B,3213,Frankolovo,,,03 577 47 80,03 780 00 29,tajnistvo-vvzcevo@guest.arnes.si,,46.33103,15.31663
PV,14830,1322,5992346002,ce,Vojnik,VRTEC MAVRICA VOJNIK - ENOTA SOCKA,Socka 70,3203,Nova Cerkev,,,03 577 82 85,03 780 00 29,tajnistvo-vvzcevo@guest.arnes.si,,46.34593,15.27373
PV,14831,1322,5992346003,ce,Vojnik,VRTEC MAVRICA VOJNIK - ENOTA NOVA CERKEV,Nova Cerkev 41,3203,Nova Cerkev,,,03 577 23 40,03 780 00 29,tajnistvo-vvzcevo@guest.arnes.si,,46.31472,15.28416
PV,14832,1322,5992346004,ce,Celje,VRTEC MAVRICA VOJNIK - ENOTA ŠMARTNO V ROŽNI DOLINI,Šmartno v Rožni dolini 3,3201,Šmartno v Rožni dolini,,,03 577 70 47,03 780 00 29,tajnistvo-vvzcevo@guest.arnes.si,,46.29430,15.24321
PV,23115,23115,7108192000,ce,Vojnik,"ZASEBNI VRTEC - HIŠA OTROK MONTESSORI SVET, zasebni zavod",Ivenca 3 B,3212,Vojnik,,,031 610 185,,info@montessori-celje.si,,46.30214,15.30464
PV,23116,23115,7108192001,ce,Celje,"ZASEBNI VRTEC - HIŠA OTROK MONTESSORI SVET, zasebni zavod, Poslovna enota vrtca",Medlog 8,3000,Celje,,,031 610 185,,info@montessori-celje.si,,46.23596,15.23131
PV,23215,23215,7205805000,ce,Vojnik,Zavod Montessori vsakdan,Socka 64 F,3203,Nova Cerkev,,,082 017 388,,hisaotrok.novacerkev@gmail.com,,46.34265,15.27238
PV,23216,23215,7205805001,ce,Vojnik,"Zavod Montessori vsakdan, PE Hiša otrok Nova Cerkev",Nova Cerkev 25,3203,Nova Cerkev,,,082 017 388,,,,46.31140,15.28561
PV,1367,1367,5088526002,ce,Vransko,"Osnovna šola Vransko - Tabor, Enota Vrtec",Vransko 24,3305,Vransko,,,03 703 23 70,03 703 23 80,os.vransko@guest.arnes.si,,46.24341,14.94896
PV,14331,14331,5088526003,ce,Tabor,"Osnovna šola Vransko - Tabor, Enota Vrtec Tabor",Tabor 20,3304,Tabor,,,03 703 23 70,03 703 23 80,os.vransko@guest.arnes.si,,46.23541,15.01364
PV,1088,1088,5050839000,lj,Vrhnika,Vrtec Vrhnika,Tržaška cesta 2 A,1360,Vrhnika,,,01 750 73 70,01 750 73 74,anita.cretnik@guest.arnes.si,http://vrtec-vrhnika.si/,45.96515,14.29925
PV,11069,1088,5050839001,lj,Vrhnika,"Vrtec Vrhnika, enota Barjanček",Stara Vrhnika 2,1360,Vrhnika,,,7507 380,7507 374,,,45.97441,14.29118
PV,11070,1088,5050839002,lj,Vrhnika,"Vrtec Vrhnika, enota Želvica",Tržaška cesta 2 A,1360,Vrhnika,,,7507 387,7507 374,,,45.96515,14.29925
PV,11071,1088,5050839003,lj,Vrhnika,"Vrtec Vrhnika, enota Rosika",Bevke 16,1358,Log pri Brezovici,,,7507 790,7507 374,,,45.98070,14.35397
PV,16790,1088,5050839004,lj,Vrhnika,"Vrtec Vrhnika, enota Žabica",Stara Vrhnika 1 A,1360,Vrhnika,,,01 750 73 81,01 750 73 74,marta.samotorcan@guest.arnes.si,http://vrtec-vrhnika.si/,45.97327,14.29156
PV,19350,1088,5050839005,lj,Vrhnika,"Vrtec Vrhnika, enota Komarček",Poštna ulica 1,1360,Vrhnika,,,08 205 67 20,01 750 73 74,marta.samotorcan@guest.arnes.si,http://vrtec-vrhnika.si/,45.96302,14.29577
PV,1386,1386,5507278000,lj,Vrhnika,ŽUPNIJSKI VRTEC VRHNIKA,Voljčeva cesta 21,1360,Vrhnika,,,01 755 21 25,01 750 27 51,zupnijski.vrtec@gmail.com,,45.96074,14.29031
PV,1159,1159,5087279005,sg,Vuzenica,"Osnovna šola Vuzenica, Enota Vrtec Vuzenica",Mladinska ulica 5,2367,Vuzenica,,,02 879 12 40,02 879 12 31,o-vuzenica.mb@guest.arnes.si,,46.59953,15.16603
PV,1169,1169,5088445000,za,Zagorje ob Savi,Vrtec Zagorje ob Savi,Cesta 9. avgusta 111,1410,Zagorje ob Savi,,,03 566 06 90,,vrtec.zagorje@guest.arnes.si,http://www.vrtec-zagorje.si,46.13429,15.00212
PV,14770,1169,5088445001,za,Zagorje ob Savi,"Vrtec Zagorje ob Savi, Enota Maja",Pečarjeva ulica 4,1410,Zagorje ob Savi,,,03 566 06 65,,vrtec.zagorje@guest.arnes.si,http://www.vrtec-zagorje.si,46.13246,14.99442
